CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,RFM_Score_Sum
13077.0,1,4,510.85,5,4,3,543,3,12
13078.0,1,40,3135.36,5,5,5,555,0,15
13079.0,4,5,124.9,5,4,1,541,3,10
13080.0,179,1,58.08,2,2,1,221,1,5
13081.0,1,17,13084.69,5,5,5,555,0,15
13082.0,126,9,798.45,2,5,4,254,3,11
13083.0,4,2,235.8,5,3,2,532,3,10
13085.0,158,3,179.88,2,4,2,242,1,8
13089.0,4,87,23766.510000000002,5,5,5,555,2,15
13090.0,9,12,1475.2,5,5,5,555,0,15
13091.0,21,2,236.93,4,3,2,432,3,9
13092.0,71,5,266.61,3,4,2,342,3,9
13093.0,276,11,1336.42,1,5,5,155,1,11
13094.0,186,3,-12.72,1,4,1,141,1,6
13095.0,71,1,60.48,3,2,1,321,3,6
13097.0,33,14,3572.03,3,5,5,355,0,13
13098.0,1,35,4393.349999999999,5,5,5,555,0,15
13101.0,234,1,65.5,1,2,1,121,1,4
13102.0,1,27,3977.87,5,5,5,555,0,15
13103.0,40,1,100.24,3,2,1,321,3,6
13104.0,3,4,183.95999999999998,5,4,2,542,3,11
13107.0,44,5,713.83,3,4,4,344,3,11
13108.0,373,1,95.3,1,2,1,121,1,4
13109.0,3,5,692.5,5,4,4,544,3,13
13110.0,31,7,931.62,4,5,4,454,3,13
13113.0,1,33,1320.47,5,5,5,555,0,15
13115.0,9,13,1842.51,5,5,5,555,0,15
13116.0,138,1,291.29,2,2,3,223,3,7
13117.0,22,8,840.7,4,5,4,454,3,13
13118.0,20,6,719.37,4,5,4,454,3,13
13120.0,239,1,30.599999999999998,1,2,1,121,1,4
13121.0,269,2,231.35999999999999,1,3,2,132,1,6
13122.0,240,1,821.1,1,2,4,124,1,7
13124.0,90,3,2709.57,2,4,5,245,3,11
13126.0,5,8,1689.97,5,5,5,555,3,15
13127.0,78,1,259.17,2,2,2,222,3,6
13130.0,94,1,25.0,2,2,1,221,3,5
13131.0,23,3,604.3,4,4,4,444,3,12
13132.0,262,1,15.299999999999999,1,2,1,121,1,4
13133.0,274,2,79.95,1,3,1,131,1,5
13134.0,73,7,1303.49,2,5,5,255,3,12
13136.0,50,11,2112.23,3,5,5,355,0,13
13137.0,11,8,3467.17,5,5,5,555,0,15
13138.0,22,6,946.49,4,5,4,454,3,13
13139.0,16,7,1860.77,4,5,5,455,3,14
13140.0,108,3,348.67,2,4,3,243,3,9
13141.0,85,6,2008.58,2,5,5,255,3,12
13142.0,19,1,215.92,4,2,2,422,3,8
13144.0,333,1,47.2,1,2,1,121,1,4
13145.0,87,2,11.25,2,3,1,231,3,6
13146.0,26,1,132.91,4,2,1,421,3,7
13148.0,29,16,2549.81,4,5,5,455,0,14
13149.0,14,4,1013.28,4,4,4,444,3,12
13151.0,203,2,765.77,1,3,4,134,1,8
13153.0,6,1,140.46,5,2,2,522,3,9
13155.0,33,4,796.26,3,4,4,344,3,11
13157.0,49,5,1355.23,3,4,5,345,3,12
13158.0,95,4,1193.5,2,4,5,245,3,11
13159.0,9,4,1141.09,5,4,4,544,3,13
13160.0,22,1,75.89999999999999,4,2,1,421,3,7
13161.0,313,1,95.75,1,2,1,121,1,4
13162.0,122,5,926.45,2,4,4,244,3,10
13165.0,46,2,349.28,3,3,3,333,3,9
13166.0,282,2,347.1,1,3,3,133,1,7
13167.0,19,4,482.15999999999997,4,4,3,443,3,11
13168.0,36,5,982.04,3,4,4,344,3,11
13169.0,64,2,165.5,3,3,2,332,3,8
13170.0,27,1,101.97,4,2,1,421,3,7
13171.0,22,3,261.51,4,4,2,442,3,10
13173.0,4,2,340.21,5,3,3,533,3,11
13174.0,16,3,1952.29,4,4,5,445,3,13
13176.0,46,1,337.43,3,2,3,323,3,8
13177.0,65,1,282.45,3,2,2,322,3,7
13178.0,26,11,4355.59,4,5,5,455,0,14
13182.0,45,1,121.18,3,2,1,321,3,6
13183.0,37,7,761.25,3,5,4,354,3,12
13184.0,15,10,1346.07,4,5,5,455,3,14
13186.0,40,5,1184.46,3,4,5,345,3,12
13187.0,337,1,154.02,1,2,2,122,1,5
13189.0,19,2,167.28,4,3,2,432,3,9
13192.0,95,2,859.14,2,3,4,234,3,9
13193.0,61,1,95.13,3,2,1,321,3,6
13194.0,136,1,60.7,2,2,1,221,3,5
13196.0,11,4,1650.93,5,4,5,545,3,14
13198.0,10,7,3133.35,5,5,5,555,0,15
13199.0,8,15,535.18,5,5,3,553,3,13
13200.0,22,3,561.37,4,4,4,444,3,12
13203.0,10,4,759.08,5,4,4,544,3,13
13207.0,15,2,178.86,4,3,2,432,3,9
13208.0,59,6,1022.35,3,5,4,354,3,12
13209.0,30,9,4275.06,4,5,5,455,0,14
13210.0,94,1,293.0,2,2,3,223,3,7
13211.0,10,3,443.82,5,4,3,543,3,12
13212.0,9,4,519.98,5,4,3,543,3,12
13213.0,57,6,1016.93,3,5,4,354,3,12
13216.0,268,1,10.5,1,2,1,121,1,4
13217.0,143,1,-3.4,2,2,1,221,1,5
13218.0,127,1,56.76,2,2,1,221,3,5
13220.0,78,2,132.84,2,3,1,231,3,6
13221.0,240,2,511.31,1,3,3,133,1,7
13223.0,200,1,62.4,1,2,1,121,1,4
13224.0,60,3,1223.22,3,4,5,345,3,12
13226.0,273,1,85.51,1,2,1,121,1,4
13227.0,202,1,90.0,1,2,1,121,1,4
13229.0,226,1,123.15,1,2,1,121,1,4
13230.0,4,14,2036.45,5,5,5,555,0,15
13232.0,13,7,969.91,4,5,4,454,3,13
13233.0,74,2,430.4,2,3,3,233,3,8
13235.0,212,1,751.77,1,2,4,124,1,7
13236.0,25,3,493.63,4,4,3,443,3,11
13238.0,23,3,493.68,4,4,3,443,3,11
13239.0,262,1,247.57,1,2,2,122,1,5
13240.0,96,4,616.7,2,4,4,244,3,10
13242.0,112,3,270.40000000000003,2,4,2,242,3,8
13243.0,203,1,480.02000000000004,1,2,3,123,1,6
13244.0,93,1,94.79,2,2,1,221,3,5
13245.0,51,1,259.85,3,2,2,322,3,7
13246.0,18,6,771.73,4,5,4,454,3,13
13247.0,22,3,333.6,4,4,3,443,3,11
13248.0,125,2,434.21,2,3,3,233,3,8
13249.0,93,1,82.23,2,2,1,221,3,5
13253.0,157,2,278.15999999999997,2,3,2,232,1,7
13255.0,4,3,139.81,5,4,2,542,3,11
13258.0,12,3,399.28,5,4,3,543,3,12
13259.0,62,1,249.18,3,2,2,322,3,7
13260.0,61,1,82.32000000000001,3,2,1,321,3,6
13262.0,263,1,132.29,1,2,1,121,1,4
13263.0,1,34,6597.86,5,5,5,555,0,15
13265.0,53,5,1103.16,3,4,4,344,3,11
13266.0,11,18,2237.74,5,5,5,555,0,15
13267.0,3,24,3062.98,5,5,5,555,0,15
13268.0,18,14,2783.61,4,5,5,455,0,14
13269.0,1,17,3818.57,5,5,5,555,0,15
13271.0,37,2,192.77,3,3,2,332,3,8
13272.0,31,2,205.66000000000003,4,3,2,432,3,9
13273.0,113,1,128.54,2,2,1,221,3,5
13276.0,64,2,377.08,3,3,3,333,3,9
13277.0,16,3,159.4,4,4,2,442,3,10
13278.0,41,1,459.86,3,2,3,323,3,8
13279.0,64,2,126.30000000000001,3,3,1,331,3,7
13280.0,122,3,723.45,2,4,4,244,3,10
13282.0,18,4,346.39,4,4,3,443,3,11
13283.0,60,2,93.66,3,3,1,331,3,7
13284.0,323,2,143.7,1,3,2,132,1,6
13285.0,23,4,2566.02,4,4,5,445,3,13
13291.0,156,1,338.41,2,2,3,223,1,7
13292.0,39,2,378.84999999999997,3,3,3,333,3,9
13294.0,190,2,726.39,1,3,4,134,1,8
13295.0,360,2,165.05,1,3,2,132,1,6
13296.0,137,1,53.4,2,2,1,221,3,5
13297.0,8,4,883.1,5,4,4,544,3,13
13299.0,268,1,82.80000000000001,1,2,1,121,1,4
13300.0,165,2,365.29,2,3,3,233,1,8
13301.0,104,4,507.74,2,4,3,243,3,9
13304.0,351,1,244.85000000000002,1,2,2,122,1,5
13305.0,4,10,910.21,5,5,4,554,3,14
13307.0,120,1,15.0,2,2,1,221,3,5
13308.0,23,4,867.07,4,4,4,444,3,12
13309.0,7,5,1349.28,5,4,5,545,3,14
13310.0,9,6,980.08,5,5,4,554,3,14
13311.0,4,2,218.5,5,3,2,532,3,10
13313.0,22,5,1269.1200000000001,4,4,5,445,3,13
13314.0,2,4,609.11,5,4,4,544,3,13
13316.0,37,3,173.69,3,4,2,342,3,9
13317.0,66,8,1639.57,3,5,5,355,3,13
13318.0,1,3,216.57999999999998,5,4,2,542,3,11
13319.0,5,36,7591.26,5,5,5,555,0,15
13320.0,70,6,1498.6,3,5,5,355,3,13
13321.0,86,1,175.64,2,2,2,222,3,6
13322.0,17,1,154.48000000000002,4,2,2,422,3,8
13323.0,3,5,313.55,5,4,3,543,3,12
13324.0,36,2,82.80000000000001,3,3,1,331,3,7
13325.0,82,1,89.3,2,2,1,221,3,5
13327.0,39,9,1191.64,3,5,5,355,3,13
13328.0,316,1,175.68,1,2,2,122,1,5
13329.0,32,2,155.58,4,3,2,432,3,9
13330.0,93,3,882.18,2,4,4,244,3,10
13332.0,14,1,338.4,4,2,3,423,3,9
13334.0,82,3,2987.87,2,4,5,245,3,11
13336.0,77,1,752.8000000000001,2,2,4,224,3,8
13338.0,154,2,158.22,2,3,2,232,1,7
13339.0,201,1,664.42,1,2,4,124,1,7
13340.0,45,6,652.51,3,5,4,354,3,12
13341.0,261,1,603.55,1,2,4,124,1,7
13343.0,173,2,279.43,2,3,2,232,1,7
13344.0,68,3,1684.29,3,4,5,345,3,12
13345.0,277,2,297.75,1,3,3,133,1,7
13347.0,70,1,30.0,3,2,1,321,3,6
13348.0,64,1,233.76,3,2,2,322,3,7
13349.0,11,1,197.32,5,2,2,522,3,9
13350.0,16,2,418.77,4,3,3,433,3,10
13351.0,66,1,323.94,3,2,3,323,3,8
13352.0,8,2,307.47999999999996,5,3,3,533,3,11
13354.0,71,1,645.31,3,2,4,324,3,9
13355.0,122,1,516.0,2,2,3,223,3,7
13356.0,80,1,548.59,2,2,4,224,3,8
13357.0,257,1,491.6,1,2,3,123,1,6
13358.0,269,1,304.71,1,2,3,123,1,6
13359.0,59,2,298.76,3,3,3,333,3,9
13362.0,3,5,2443.79,5,4,5,545,3,14
13363.0,18,2,834.89,4,3,4,434,3,11
13364.0,67,2,42.36,3,3,1,331,3,7
13365.0,9,3,1702.57,5,4,5,545,3,14
13368.0,257,2,430.18,1,3,3,133,1,7
13369.0,354,2,153.85000000000002,1,3,2,132,1,6
13370.0,366,2,588.2,1,3,4,134,1,8
13372.0,90,1,290.04,2,2,3,223,3,7
13373.0,61,3,2198.62,3,4,5,345,3,12
13375.0,81,2,601.4300000000001,2,3,4,234,3,9
13376.0,99,3,834.3100000000001,2,4,4,244,3,10
13379.0,26,3,521.36,4,4,3,443,3,11
13381.0,21,7,2603.05,4,5,5,455,3,14
13382.0,281,1,197.14000000000001,1,2,2,122,1,5
13384.0,31,8,2284.36,4,5,5,455,3,14
13385.0,330,1,403.07,1,2,3,123,1,6
13388.0,131,2,452.35,2,3,3,233,3,8
13389.0,11,3,700.66,5,4,4,544,3,13
13390.0,75,1,185.88,2,2,2,222,3,6
13394.0,2,10,1912.29,5,5,5,555,0,15
13395.0,185,1,251.28,1,2,2,122,1,5
13396.0,22,4,514.62,4,4,3,443,3,11
13397.0,73,5,426.69,2,4,3,243,3,9
13398.0,192,1,383.57,1,2,3,123,1,6
13402.0,127,2,483.73,2,3,3,233,3,8
13403.0,18,1,30.0,4,2,1,421,3,7
13404.0,1,2,188.74,5,3,2,532,3,10
13405.0,74,3,363.351,2,4,3,243,3,9
13408.0,2,52,3337.6,5,5,5,555,0,15
13410.0,9,6,234.19,5,5,2,552,3,12
13411.0,107,1,203.60000000000002,2,2,2,222,3,6
13414.0,134,2,392.58,2,3,3,233,3,8
13416.0,44,2,202.70000000000002,3,3,2,332,3,8
13417.0,5,2,290.48,5,3,3,533,3,11
13418.0,12,22,3358.96,5,5,5,555,0,15
13419.0,64,1,221.06,3,2,2,322,3,7
13420.0,135,3,85.5,2,4,1,241,3,7
13421.0,40,3,1252.54,3,4,5,345,3,12
13422.0,64,1,2093.04,3,2,5,325,3,10
13425.0,108,3,1017.85,2,4,4,244,3,10
13426.0,1,10,1636.07,5,5,5,555,3,15
13427.0,19,3,318.94,4,4,3,443,3,11
13428.0,10,1,168.38,5,2,2,522,3,9
13429.0,11,4,724.09,5,4,4,544,3,13
13430.0,19,4,543.49,4,4,4,444,3,12
13431.0,67,2,653.4,3,3,4,334,3,10
13434.0,74,2,128.64000000000001,2,3,1,231,3,6
13435.0,5,9,640.22,5,5,4,554,3,14
13436.0,2,1,113.53999999999999,5,2,1,521,3,8
13437.0,14,7,2162.6,4,5,5,455,3,14
13439.0,255,1,273.27,1,2,2,122,1,5
13441.0,92,1,148.16,2,2,2,222,3,6
13447.0,23,4,816.1700000000001,4,4,4,444,3,12
13448.0,17,8,2310.65,4,5,5,455,3,14
13449.0,24,1,291.88,4,2,3,423,3,9
13450.0,27,6,898.68,4,5,4,454,3,13
13451.0,26,5,2608.66,4,4,5,445,3,13
13453.0,166,2,205.98,2,3,2,232,1,7
13455.0,25,3,630.9,4,4,4,444,3,12
13456.0,18,5,853.4200000000001,4,4,4,444,3,12
13458.0,7,21,5933.96,5,5,5,555,0,15
13460.0,29,2,183.44,4,3,2,432,3,9
13461.0,39,2,82.2,3,3,1,331,3,7
13462.0,253,1,135.0,1,2,2,122,1,5
13464.0,58,1,606.73,3,2,4,324,3,9
13466.0,184,1,197.70000000000002,1,2,2,122,1,5
13467.0,11,2,820.41,5,3,4,534,3,12
13468.0,2,39,3446.4700000000003,5,5,5,555,0,15
13470.0,99,2,165.0,2,3,2,232,3,7
13471.0,1,4,2165.64,5,4,5,545,3,14
13473.0,61,3,237.26,3,4,2,342,3,9
13474.0,236,1,185.24,1,2,2,122,1,5
13475.0,191,4,1115.66,1,4,4,144,1,9
13476.0,179,2,697.67,2,3,4,234,1,9
13477.0,38,7,1158.87,3,5,4,354,3,12
13479.0,201,2,221.55,1,3,2,132,1,6
13481.0,46,8,1610.91,3,5,5,355,3,13
13482.0,232,1,184.64,1,2,2,122,1,5
13483.0,66,1,140.34,3,2,2,322,3,7
13485.0,233,1,284.04,1,2,2,122,1,5
13486.0,78,3,959.95,2,4,4,244,3,10
13487.0,58,3,361.1,3,4,3,343,3,10
13488.0,17,16,6148.68,4,5,5,455,0,14
13489.0,158,2,128.64,2,3,1,231,1,6
13491.0,52,10,943.34,3,5,4,354,3,12
13492.0,136,3,594.24,2,4,4,244,3,10
13493.0,287,1,14.850000000000001,1,2,1,121,1,4
13494.0,312,1,296.1,1,2,3,123,1,6
13495.0,8,6,597.57,5,5,4,554,3,14
13496.0,11,2,492.83,5,3,3,533,3,11
13497.0,283,2,348.05,1,3,3,133,1,7
13499.0,29,6,452.54,4,5,3,453,3,12
13500.0,23,4,941.2,4,4,4,444,3,12
13501.0,288,1,584.32,1,2,4,124,1,7
13502.0,17,3,212.7,4,4,2,442,3,10
13503.0,71,1,192.95,3,2,2,322,3,7
13504.0,64,1,260.48,3,2,2,322,3,7
13505.0,68,7,2867.51,3,5,5,355,0,13
13506.0,312,3,373.75,1,4,3,143,1,8
13507.0,3,4,1952.01,5,4,5,545,3,14
13508.0,244,1,66.42,1,2,1,121,1,4
13509.0,9,5,662.6800000000001,5,4,4,544,3,13
13510.0,1,5,1558.62,5,4,5,545,3,14
13512.0,261,1,228.51000000000002,1,2,2,122,1,5
13513.0,127,1,132.6,2,2,1,221,3,5
13514.0,74,1,70.80000000000001,2,2,1,221,3,5
13515.0,73,4,833.82,2,4,4,244,3,10
13516.0,73,2,607.91,2,3,4,234,3,9
13517.0,60,5,1820.14,3,4,5,345,3,12
13518.0,86,1,535.4399999999999,2,2,3,223,3,7
13519.0,78,1,78.95,2,2,1,221,3,5
13520.0,59,7,1061.55,3,5,4,354,3,12
13521.0,1,3,978.1800000000001,5,4,4,544,3,13
13522.0,30,1,125.80000000000001,4,2,1,421,3,7
13523.0,33,6,1932.68,3,5,5,355,3,13
13524.0,41,5,422.54,3,4,3,343,3,10
13527.0,34,7,1878.75,3,5,5,355,3,13
13529.0,79,2,206.06,2,3,2,232,3,7
13531.0,205,2,235.5,1,3,2,132,1,6
13532.0,34,1,210.31,3,2,2,322,3,7
13533.0,183,3,245.23999999999998,1,4,2,142,1,7
13534.0,2,41,3778.41,5,5,5,555,0,15
13536.0,1,7,1904.51,5,5,5,555,3,15
13538.0,121,1,17.85,2,2,1,221,3,5
13539.0,86,3,446.52,2,4,3,243,3,9
13544.0,40,2,205.91,3,3,2,332,3,8
13546.0,12,3,547.39,5,4,4,544,3,13
13548.0,96,2,508.59000000000003,2,3,3,233,3,8
13549.0,26,8,707.17,4,5,4,454,3,13
13551.0,319,1,53.550000000000004,1,2,1,121,1,4
13552.0,66,15,1417.7,3,5,5,355,0,13
13555.0,74,4,1529.6,2,4,5,245,3,11
13557.0,28,2,524.06,4,3,3,433,3,10
13558.0,6,4,550.57,5,4,4,544,3,13
13560.0,7,1,171.42000000000002,5,2,2,522,3,9
13561.0,216,1,39.01,1,2,1,121,1,4
13562.0,82,3,1167.56,2,4,5,245,3,11
13563.0,84,2,262.33000000000004,2,3,2,232,3,7
13564.0,354,2,737.07,1,3,4,134,1,8
13565.0,19,2,240.22,4,3,2,432,3,9
13566.0,41,2,799.29,3,3,4,334,3,10
13568.0,173,1,169.20000000000002,2,2,2,222,1,6
13569.0,17,2,267.72,4,3,2,432,3,9
13570.0,243,1,130.51999999999998,1,2,1,121,1,4
13571.0,13,12,2013.89,4,5,5,455,0,14
13572.0,206,1,326.23,1,2,3,123,1,6
13573.0,50,2,192.71,3,3,2,332,3,8
13575.0,23,5,674.5699999999999,4,4,4,444,3,12
13576.0,10,18,1152.9,5,5,4,554,0,14
13577.0,25,5,1123.2,4,4,4,444,3,12
13579.0,15,2,281.69,4,3,2,432,3,9
13581.0,309,1,56.95,1,2,1,121,1,4
13583.0,156,1,691.05,2,2,4,224,1,8
13584.0,307,1,75.75,1,2,1,121,1,4
13587.0,64,1,68.4,3,2,1,321,3,6
13588.0,16,12,2236.48,4,5,5,455,0,14
13589.0,15,2,256.05,4,3,2,432,3,9
13590.0,11,7,1238.9,5,5,5,555,3,15
13591.0,65,3,809.58,3,4,4,344,3,11
13592.0,36,3,159.51,3,4,2,342,3,9
13593.0,108,5,1425.13,2,4,5,245,3,11
13594.0,53,1,396.97,3,2,3,323,3,8
13596.0,6,2,586.91,5,3,4,534,3,12
13598.0,47,1,113.94,3,2,1,321,3,6
13599.0,1,30,2636.47,5,5,5,555,0,15
13600.0,312,1,66.52,1,2,1,121,1,4
13601.0,45,2,663.08,3,3,4,334,3,10
13602.0,65,1,398.65000000000003,3,2,3,323,3,8
13603.0,26,1,129.44,4,2,1,421,3,7
13606.0,29,2,148.43,4,3,2,432,3,9
13607.0,40,1,563.0600000000001,3,2,4,324,3,9
13610.0,12,7,850.48,5,5,4,554,3,14
13611.0,89,4,943.1600000000001,2,4,4,244,3,10
13614.0,24,4,1060.3600000000001,4,4,4,444,3,12
13615.0,319,1,345.33,1,2,3,123,1,6
13617.0,40,3,444.04,3,4,3,343,3,10
13618.0,174,1,154.54,2,2,2,222,1,6
13621.0,117,1,209.85,2,2,2,222,3,6
13623.0,31,6,383.07,4,5,3,453,3,12
13626.0,253,1,241.32999999999998,1,2,2,122,1,5
13627.0,59,6,1162.53,3,5,5,355,3,13
13629.0,143,1,281.01,2,2,2,222,3,6
13630.0,5,11,760.14,5,5,4,554,3,14
13632.0,25,6,1707.02,4,5,5,455,3,14
13634.0,33,5,1090.71,3,4,4,344,3,11
13635.0,68,1,986.43,3,2,4,324,3,9
13636.0,37,6,713.33,3,5,4,354,3,12
13637.0,52,3,735.05,3,4,4,344,3,11
13638.0,16,1,97.14,4,2,1,421,3,7
13639.0,74,1,593.24,2,2,4,224,3,8
13642.0,216,1,226.03,1,2,2,122,1,5
13643.0,31,3,468.44,4,4,3,443,3,11
13644.0,9,5,1977.3500000000001,5,4,5,545,3,14
13645.0,120,1,30.599999999999998,2,2,1,221,3,5
13647.0,10,4,1134.52,5,4,4,544,3,13
13649.0,257,2,250.45,1,3,2,132,1,6
13650.0,17,7,1392.39,4,5,5,455,3,14
13651.0,40,1,63.3,3,2,1,321,3,6
13652.0,46,3,1003.64,3,4,4,344,3,11
13654.0,43,6,2208.87,3,5,5,355,3,13
13655.0,114,2,753.22,2,3,4,234,3,9
13656.0,165,2,319.79,2,3,3,233,1,8
13657.0,11,2,156.6,5,3,2,532,3,10
13658.0,10,6,1485.75,5,5,5,555,3,15
13659.0,197,3,1082.37,1,4,4,144,1,9
13662.0,86,7,628.38,2,5,4,254,3,11
13663.0,179,1,91.07,2,2,1,221,1,5
13666.0,60,3,67.65,3,4,1,341,3,8
13667.0,149,1,252.20000000000002,2,2,2,222,1,6
13668.0,3,28,3958.59,5,5,5,555,0,15
13669.0,51,2,160.2,3,3,2,332,3,8
13670.0,75,1,333.2,2,2,3,223,3,7
13672.0,301,5,47.28,1,4,1,141,1,6
13673.0,19,2,248.29000000000002,4,3,2,432,3,9
13675.0,151,2,473.38,2,3,3,233,1,8
13678.0,152,1,72.56,2,2,1,221,1,5
13680.0,1,5,1527.78,5,4,5,545,3,14
13681.0,18,4,713.5300000000001,4,4,4,444,3,12
13682.0,187,1,34.0,1,2,1,121,1,4
13684.0,286,2,62.13,1,3,1,131,1,5
13685.0,3,4,20.92,5,4,1,541,3,10
13686.0,183,1,72.0,1,2,1,121,1,4
13689.0,63,1,15.0,3,2,1,321,3,6
13690.0,59,1,81.60000000000001,3,2,1,321,3,6
13692.0,25,3,458.14,4,4,3,443,3,11
13693.0,325,1,-22.05,1,2,1,121,1,4
13694.0,4,16,663.09,5,5,4,554,0,14
13695.0,31,13,1233.97,4,5,5,455,3,14
13697.0,39,1,151.29999999999998,3,2,2,322,3,7
13699.0,155,1,70.08000000000001,2,2,1,221,1,5
13700.0,26,10,1439.93,4,5,5,455,3,14
13704.0,5,10,1725.8500000000001,5,5,5,555,3,15
13705.0,8,3,433.38,5,4,3,543,3,12
13706.0,303,1,290.89,1,2,3,123,1,6
13707.0,267,2,581.36,1,3,4,134,1,8
13708.0,271,1,260.46,1,2,2,122,1,5
13709.0,4,16,4203.04,5,5,5,555,0,15
13710.0,32,1,94.56,4,2,1,421,3,7
13711.0,219,2,232.16000000000003,1,3,2,132,1,6
13712.0,247,1,88.2,1,2,1,121,1,4
13715.0,281,8,990.85,1,5,4,154,1,10
13716.0,269,1,138.28,1,2,2,122,1,5
13717.0,32,6,1088.32,4,5,4,454,3,13
13718.0,246,2,130.8,1,3,1,131,1,5
13719.0,15,5,855.41,4,4,4,444,3,12
13720.0,117,4,685.8,2,4,4,244,3,10
13721.0,36,1,431.34,3,2,3,323,3,8
13722.0,120,4,1197.63,2,4,5,245,3,11
13723.0,217,1,102.9,1,2,1,121,1,4
13725.0,50,10,1141.42,3,5,4,354,3,12
13726.0,39,2,429.11999999999995,3,3,3,333,3,9
13727.0,29,2,285.78000000000003,4,3,2,432,3,9
13728.0,37,6,437.44,3,5,3,353,3,11
13730.0,136,2,482.95,2,3,3,233,3,8
13731.0,219,2,511.59000000000003,1,3,3,133,1,7
13732.0,28,1,491.86,4,2,3,423,3,9
13735.0,25,8,1698.18,4,5,5,455,3,14
13736.0,5,3,556.05,5,4,4,544,3,13
13737.0,200,1,146.05,1,2,2,122,1,5
13740.0,241,1,234.71,1,2,2,122,1,5
13741.0,72,4,403.53000000000003,2,4,3,243,3,9
13742.0,17,13,1801.21,4,5,5,455,0,14
13743.0,3,8,407.75,5,5,3,553,3,13
13744.0,95,2,876.66,2,3,4,234,3,9
13745.0,151,2,232.85999999999999,2,3,2,232,1,7
13748.0,96,4,328.7,2,4,3,243,3,9
13750.0,54,3,162.32,3,4,2,342,3,9
13751.0,288,1,75.6,1,2,1,121,1,4
13752.0,124,6,665.64,2,5,4,254,3,11
13753.0,288,1,536.06,1,2,3,123,1,6
13754.0,152,2,129.6,2,3,1,231,1,6
13755.0,4,8,1525.66,5,5,5,555,3,15
13756.0,2,12,1663.16,5,5,5,555,0,15
13758.0,12,7,1473.74,5,5,5,555,3,15
13759.0,71,1,340.59000000000003,3,2,3,323,3,8
13760.0,54,2,286.79,3,3,3,333,3,9
13761.0,50,2,974.65,3,3,4,334,3,10
13762.0,204,2,120.0,1,3,1,131,1,5
13764.0,71,3,1350.6200000000001,3,4,5,345,3,12
13767.0,2,46,4724.21,5,5,5,555,0,15
13769.0,2,16,1921.67,5,5,5,555,0,15
13771.0,64,5,1730.15,3,4,5,345,3,12
13772.0,34,3,849.28,3,4,4,344,3,11
13774.0,82,1,314.15000000000003,2,2,3,223,3,7
13777.0,9,23,1185.68,5,5,5,555,0,15
13778.0,103,1,178.7,2,2,2,222,3,6
13780.0,7,2,247.31,5,3,2,532,3,10
13781.0,251,1,68.54,1,2,1,121,1,4
13782.0,13,6,763.42,4,5,4,454,3,13
13784.0,219,3,126.30000000000001,1,4,1,141,1,6
13786.0,367,1,109.19999999999999,1,2,1,121,1,4
13787.0,76,2,231.55,2,3,2,232,3,7
13790.0,4,1,236.84,5,2,2,522,3,9
13792.0,66,2,183.05,3,3,2,332,3,8
13798.0,18,12,-159.84,4,5,1,451,3,10
13799.0,117,2,513.16,2,3,3,233,3,8
13800.0,310,1,439.82,1,2,3,123,1,6
13801.0,67,1,247.1,3,2,2,322,3,7
13802.0,139,3,297.82,2,4,3,243,3,9
13803.0,255,1,277.07,1,2,2,122,1,5
13804.0,31,7,2035.03,4,5,5,455,3,14
13806.0,64,1,152.73000000000002,3,2,2,322,3,7
13807.0,367,1,80.8,1,2,1,121,1,4
13808.0,6,5,1013.66,5,4,4,544,3,13
13809.0,305,1,60.300000000000004,1,2,1,121,1,4
13810.0,29,2,448.66,4,3,3,433,3,10
13812.0,42,3,452.1,3,4,3,343,3,10
13813.0,40,5,1045.31,3,4,4,344,3,11
13814.0,92,2,887.82,2,3,4,234,3,9
13815.0,22,5,2570.01,4,4,5,445,3,13
13816.0,24,4,350.69,4,4,3,443,3,11
13817.0,29,2,328.98,4,3,3,433,3,10
13819.0,302,3,457.35,1,4,3,143,1,8
13821.0,145,2,321.89,2,3,3,233,3,8
13822.0,6,2,454.8,5,3,3,533,3,11
13823.0,19,2,413.90000000000003,4,3,3,433,3,10
13824.0,33,4,677.81,3,4,4,344,3,11
13826.0,158,2,97.4,2,3,1,231,1,6
13827.0,58,3,237.65,3,4,2,342,3,9
13828.0,22,1,168.45,4,2,2,422,3,8
13831.0,16,3,366.23,4,4,3,443,3,11
13832.0,18,2,40.949999999999996,4,3,1,431,3,8
13833.0,159,1,225.45,2,2,2,222,1,6
13835.0,25,4,692.37,4,4,4,444,3,12
13837.0,212,2,221.59,1,3,2,132,1,6
13838.0,6,4,510.67,5,4,3,543,3,12
13842.0,59,9,2516.05,3,5,5,355,0,13
13844.0,11,1,345.12,5,2,3,523,3,10
13845.0,65,1,112.86000000000001,3,2,1,321,3,6
13846.0,25,4,725.66,4,4,4,444,3,12
13849.0,52,2,1285.95,3,3,5,335,3,11
13850.0,88,2,1470.31,2,3,5,235,3,10
13851.0,96,3,1192.52,2,4,5,245,3,11
13853.0,57,1,272.16,3,2,2,322,3,7
13854.0,24,17,648.44,4,5,4,454,0,13
13856.0,169,4,113.94999999999999,2,4,1,241,1,7
13858.0,57,1,182.67,3,2,2,322,3,7
13859.0,326,1,172.76000000000002,1,2,2,122,1,5
13860.0,1,6,1101.03,5,5,4,554,3,14
13862.0,18,10,2019.91,4,5,5,455,0,14
